X1,anger,disgust,fear,joy,sadness,analytical,confident,tentative,openness,conscientiousness,extraversion,agreeableness,emotional_range
"What happens is that the wind blows the sand up the shallow slope on the other side, and then, as each sand grain hits the top of the ridge, it cascades down on the inside of the crescent, and so the whole horn-shaped dune moves. ",0,0,0.06,0.02,0.05,0,0,0,0.94,0.19,0.71,0.02,0.83
"Personification and the imputing of intentional purpose is such a brilliantly successful way to model humans, it's hardly surprising the same modeling software often seizes control when we're trying to think about entities for which it's not appropriate, like Basil Fawlty with his car or like millions of deluded people, with the universe as a whole.(Laughter)If the universe is queerer than we can suppose, is it just because we've been naturally selected to suppose only what we needed to suppose in order to survive in the Pleistocene of Africa?",0,0,0,0.02,0.05,0,0,0,0.78,0.03,0.07,0,0.25
"Then one woman stood up and was so angry, screaming and yelling. ",0.81,0.01,0.01,0.02,0.04,0.32,0,0,0.24,0.01,0.67,0.51,0
"I asked, ""Do you always get angry?",0.74,0.02,0.02,0.02,0.04,0,0,0,0,0.24,0.25,0.67,0.19
" Once it's a closed system, you will have legal liability if you do not urge your CEO to get the maximum income from reducing and trading the carbon emissions that can be avoided. ",0.01,0,0.2,0.02,0.04,0,0,0,0.47,0.93,0.74,0.17,0.98
"And I always embarrass her because I say, ""Well, Angela, for example, could get away with doing absolutely anything within Wikipedia, because she's so admired and so powerful."" But the irony is, of course, that Angela can do this because she's the one person who you know would never, ever break any rules of Wikipedia. ",0,0,0.01,0.02,0.04,0,0,0,0.69,0.26,0.2,0.93,0.33
"Would you get in an airplane with 250 people you didn't know, coughing and sneezing, when you knew that some of them might carry a disease that could kill you, for which you had no antivirals or vaccine?",0,0,0.12,0.02,0.04,0,0,0,0.85,0.77,0.4,0.88,0.53
"And he was waving a piece of paper, and he was yelling, ""Call Washington! Call Washington!"" And I thought to myself, in the middle of the night, in the middle of the Atlantic, what in the world could be wrong in Washington?",0,0,0.06,0.02,0.04,0,0,0,0.96,0.73,0.92,0.81,0.92
"That's not what I'm really worried about.How about this: ""God designed this planet's environment just so we could live in it."" I'm afraid that a lot of people take that sentiment to mean that we don't have to do the sorts of things that Al Gore is trying so hard to get us to do. ",0,0,0.26,0.02,0.04,0,0,0,0.51,0.33,0.05,0.8,0.06
" The answer is that they expect us to call our doctors the next morning and ask for our prescriptions to be changed.Something as dramatic as our identity has now become a matter of choice, as this slide is meant to indicate. ",0,0,0.07,0.02,0.04,0,0,0.15,0.65,1,0.46,0.75,0.82
"""] [They said yes.] Video: (Police siren and shouting over megaphone) [Bethlehem, Occupied Palestinian Territories, 2003][George: On that day, at around 6:30] [I was driving with my wife and daughters to the supermarket.] [When we got to here ...] [we saw three Israeli military jeeps parked on the side of the road.] [When we passed by the first jeep ...] [they opened fire on us.] [And my 12-year-old daughter Christine] [was killed in the shooting.] [Bereaved Families Forum, Jerusalem][Tzvika: I'm the headmaster for all parts.][George: But there is a teacher that is in charge?",0,0,0,0.02,0.04,0,0,0,0.59,0.84,0.91,0.71,0.83
"And over the next 10 years, they made 600 million dollars off their line of extra-chunky sauces.Everyone else in the industry looked at what Howard had done, and they said, ""Oh my god! We've been thinking all wrong!"" And that's when you started to get seven different kinds of vinegar, and 14 different kinds of mustard, and 71 different kinds of olive oil. ",0,0,0.01,0.02,0.04,0,0,0,0.94,0.92,0.89,0.62,0.53
"The only assistance I need from you, which I know you would do for me, are the following: one, be a silent partner and receive the funds in your account in trust; two, provide a bank account under your control to which the funds will be remitted; three, receive the funds into your account in trust; take out your commission; and leave the rest of the money until I arrive, after the transfer is complete. ",0,0,0,0.02,0.04,0,0,0,0.48,0.97,0.46,0.54,0.86
"[The last 48 hours of two Palestinian suicide bombers.] [Paradise Now][Man: As long as there is injustice, someone must make a sacrifice!][Woman: That's no sacrifice, that's revenge!] [If you kill, there's no difference between victim and occupier.][Man: If we had airplanes, we wouldn't need martyrs, that's the difference.][Woman: The difference is that the Israeli military is still stronger.][Man: Then let us be equal in death.] [We still have Paradise.][Woman: There is no Paradise! It only exists in your head!][Man: God forbid!] [May God forgive you.] [If you were not Abu Azzam's daughter ...] [Anyway, I'd rather have Paradise in my head than live in this hell!] [In this life, we're dead anyway.][One only chooses bitterness when the alternative is even bitterer.][Woman: And what about us?",0,0,0,0.02,0.04,0,0,0,0.76,0.25,0.33,0.4,0.66
"So I'm sort of thinking, ""Well, I don't know, I don't know if I want to get upset with this yet.""But then I read on, and I read this: ""First, Noah had never seen rain, because prior to the Flood, God irrigated the earth from the ground up."" I wish that sentence weren't in there, because I think it is false. ",0,0,0.03,0.02,0.04,0,0,0,0.38,0,0,0.22,0.04
"A dog that had never met capric acid would, perhaps, have no more trouble imagining its smell than we would have trouble imagining a trumpet, say, playing one note higher than we've heard a trumpet play before. ",0,0,0.08,0.02,0.04,0,0,0,0.69,0,0.02,0.18,0.59
"When she came into my life, we were fighting against a huge waste facility planned for the East River waterfront despite the fact that our small part of New York City already handled more than 40 percent of the entire city's commercial waste: a sewage treatment pelletizing plant, a sewage sludge plant, four power plants, the world's largest food-distribution center, as well as other industries that bring more than 60,000 diesel truck trips to the area each week. ",0,0,0,0.02,0.04,0,0,0,0.69,0.77,0.84,0.13,0.85
"If I change this, and take GDP per capita instead of family income, and I turn these individual data into regional data of gross domestic product, and I take the regions down here, the size of the bubble is still the population. ",0,0,0.02,0.02,0.04,0.16,0,0,0.83,0.47,0.71,0.04,0.67
"There are 20 million people on the road at any time, in buses and trains, walking; 500,000 villages, 120 million households, and none of them wanted to report if they had a case of smallpox in their house, because they thought that smallpox was the visitation of a deity, Shitala Mata, the cooling mother, and it was wrong to bring strangers into your house when the deity was in the house. ",0,0,0.02,0.02,0.04,0,0,0,0.76,0.35,0.71,0.04,0.77
"And one of the main reasons our brain got so big is because it got a new part, called the ""frontal lobe."" Particularly, a part called the ""pre-frontal cortex."" What does a pre-frontal cortex do for you that should justify the entire architectural overhaul of the human skull in the blink of evolutionary time?",0,0,0.02,0.02,0.04,0,0,0,0.71,0.6,0.06,0,0.61
You wouldn't want to have a fear of heights coming down it. ,0.01,0,0.7,0.02,0.03,0,0,0,0.51,0.43,0.05,0.57,0.41
"I am Mr Micheal Bangura, the son of late Mr Thaimu Bangura who was the Minister of Finance in Sierra Leone but was killed during the civil war.(Laughter)Knowing your country to be economical conducive for investment, and your people as transparent and trustworthy to engage in business, on which premise I write you.(Laughter)Before my father death, he had the sum of 23 million United States dollars, which he kept away from the rebel leaders during the course of the war.(Laughter)This fund was supposed to be used for the rehabilitation of water reserves all over the country, before the outbreak of war. ",0,0,0,0.02,0.03,0.03,0,0,0.71,0.87,0.5,0.63,0.75
"Seva got started because we wanted to apply these lessons of surveillance and epidemiology to something which nobody else was looking at as a public health issue: blindness, which heretofore had been thought of only as a clinical disease.In 1980, Steve Jobs gave me that computer, which is Apple number 12, and it's still in Kathmandu, and it's still working, and we ought to go get it and auction it off and make more money for Seva. ",0,0,0.02,0.02,0.03,0,0,0,0.64,0.65,0.07,0.31,0.42
""" ""Look at the quality of the free paper compared to your lousy regular paper! Only a fool or a liar would say that they look the same!"" ""Now that you mention it, it does seem a little silkier!"" ""What are you doing?",0,0,0.02,0.02,0.03,0,0,0,0.87,0.94,0.35,0.22,0.97
"If you've been punched on the nose, then the science of medicine does not consist of teaching you how to avoid punches.(Laughter)If medical science stopped seeking cures and concentrated on prevention only, then it would achieve very little of either.The world is buzzing at the moment with plans to force reductions in gas emissions at all costs. ",0,0,0.01,0.02,0.03,0.26,0,0,0.64,0.37,0.55,0.13,0.2
"Over the last six-and-a-half years, we've been working really hard at Rice University on a project called Connexions, and so what I'd like to do for the rest of the talk is just tell you a little bit about what people are doing with Connexions, which you can kind of think of as the counterpoint to Nicholas Negroponte's talk yesterday, where they're working on the hardware of bringing education to the world. ",0,0,0.01,0.02,0.03,0,0,0,0.53,0.15,0.33,0.05,0.29
"And it allows us to organize the entire Dewey Decimal System on one continuous run; no matter how it grows or contracts within the building, it will always have its clarity to end the sort of trail of tears that we've all experienced in public libraries.(Laughter)And so this was the final operation, which was to take these blocks as they were all pushed off kilter, and to hold onto them with a skin. ",0,0,0.01,0.02,0.03,0,0,0,0.63,0.8,0.07,0.03,0.58
"And instead of a system which is owned by a government, and hidden in the bowels of government, let's build an early detection system that's freely available to anyone in the world in their own language.Let's make it transparent, non-governmental, not owned by any single country or company, housed in a neutral country, with redundant backup in a different time zone and a different continent. ",0,0,0.03,0.02,0.03,0,0,0,0.89,0.37,0.54,0,0.86
"When our fears are unbounded and overblown, we're reckless, and we're cowardly.The lesson I want to leave you with, from these data, is that our longings and our worries are both to some degree overblown, because we have within us the capacity to manufacture the very commodity we are constantly chasing when we choose experience.Thank you. ",0,0,0.28,0.02,0.02,0,0,0,0.51,0.99,0.55,0.6,0.45
"And so they needed to be able to quickly transform between different theater organizations, and for operational budget reasons, this actually no longer happens in pretty much any multi-form theater in the United States, so we needed to figure out a way to overcome that.So our thought was to literally put the theater on its head: to take those things that were previously defined as front-of-house and back-of-house and stack them above house and below house, and to create what we called a theater machine. ",0,0,0.04,0.02,0.02,0,0,0,0.56,0.66,0.69,0.57,0.71
"Theater is really focused in New York, Chicago and Seattle, with the exception of the Dallas Theater Company."" And the very fact that they worked in a provisional space meant that for Beckett, they could blow out a wall; they could do ""Cherry Orchard"" and blow a hole through the floor, and so forth.So it was a very daunting task for us to do a brand-new building that could be a pristine building, but keep this kind of experimental nature. ",0,0,0.01,0.02,0.02,0,0,0,0.96,0.8,0.95,0.44,0.89
"] [Tzvika: Yes, I have assistants.] [I deal with children all the time.] [One year after their daughters' deaths both Tzvika and George join the forum][George: At first, I thought it was a strange idea.] [But after thinking logically about it, ] [I didn't find any reason why not to meet them] [and let them know of our suffering.][Tzvika: There were many things that touched me.] [We see that there are Palestinians who suffered a lot, who lost children,] [and still believe in the peace process and in reconciliation.] [If we who lost what is most precious can talk to each other,] [and look forward to a better future,] [then everyone else must do so, too.] [From South Africa: A Revolution Through Music] [Amandla] (Music)(Video) Man: Song is something that we communicated with people who otherwise would not have understood where we're coming from. ",0,0,0,0.02,0.01,0,0,0,0.56,0.19,0.12,0.97,0.17
"When our fears are bounded, we're prudent, we're cautious, we're thoughtful. ",0,0,0.62,0.02,0,0,0,0,0.71,0.42,0.8,0.7,0.21
